guest_key,display_name,n_candidates,reason
goebel|william|bill,Bill Goebel,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
hare|daniel|daniel,Daniel Hare,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
stone|jessica|jessica,Jessica Stone,62,"name too common in DIME donor pool (n=62 same-name individuals, no recipient/candidate match) -- not search-tractable"
miranda|william|bill,Bill Miranda,31,"name too common in DIME donor pool (n=31 same-name individuals, no recipient/candidate match) -- not search-tractable"
palmer|anna|anna,Anna Palmer,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
darling|daniel|daniel,Daniel Darling,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
gonzalez|alejandro|alejandro,Alejandro Gonzalez,146,"name too common in DIME donor pool (n=146 same-name individuals, no recipient/candidate match) -- not search-tractable"
dyer|jay|jay,Jay Dyer,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
wilson|rachel|rachel,Rachel Wilson,155,"name too common in DIME donor pool (n=155 same-name individuals, no recipient/candidate match) -- not search-tractable"
rogers|sarah|sarah,Sarah Rogers,138,"name too common in DIME donor pool (n=138 same-name individuals, no recipient/candidate match) -- not search-tractable"
richmond|william|bill,Bill Richmond,109,"name too common in DIME donor pool (n=109 same-name individuals, no recipient/candidate match) -- not search-tractable"
morgan|gerald|gerald,Gerald Morgan,48,"name too common in DIME donor pool (n=48 same-name individuals, no recipient/candidate match) -- not search-tractable"
epstein|robert|robert,Dr. Robert Epstein,134,"name too common in DIME donor pool (n=134 same-name individuals, no recipient/candidate match) -- not search-tractable"
rosen|alexander|alex,Alex Rosen,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
cameron|james|james,James Cameron,261,"name too common in DIME donor pool (n=261 same-name individuals, no recipient/candidate match) -- not search-tractable"
jones|lawrence|lawrence,Lawrence Jones,345,"name too common in DIME donor pool (n=345 same-name individuals, no recipient/candidate match) -- not search-tractable"
baldwin|adam|adam,Adam Baldwin,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
bryan|katherine|kate,Kate Bryan,74,"name too common in DIME donor pool (n=74 same-name individuals, no recipient/candidate match) -- not search-tractable"
graham|timothy|tim,Tim Graham,159,"name too common in DIME donor pool (n=159 same-name individuals, no recipient/candidate match) -- not search-tractable"
atkins|paul|paul,Paul Atkins,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
williams|juan|juan,Juan Williams,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
ford|pat|pat,Pat Ford,42,"name too common in DIME donor pool (n=42 same-name individuals, no recipient/candidate match) -- not search-tractable"
powell|rachel|rachel,Rachel Powell,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
price|jonathan|jonathan,Jonathan Price,114,"name too common in DIME donor pool (n=114 same-name individuals, no recipient/candidate match) -- not search-tractable"
keller|julia|julia,Julia Keller,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
green|mitchell|mitchell,Mitchell Green,47,"name too common in DIME donor pool (n=47 same-name individuals, no recipient/candidate match) -- not search-tractable"
perez|anna|anna,Anna Perez,64,"name too common in DIME donor pool (n=64 same-name individuals, no recipient/candidate match) -- not search-tractable"
lane|nicholas|nick,Nick Lane,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
hunter|adam|adam,Adam Hunter,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
stockton|richard|dick,Dick Stockton,48,"name too common in DIME donor pool (n=48 same-name individuals, no recipient/candidate match) -- not search-tractable"
martin|alexander|alex,Alex Martin,155,"name too common in DIME donor pool (n=155 same-name individuals, no recipient/candidate match) -- not search-tractable"
weiss|andrew|andrew,Andrew Weiss,106,"name too common in DIME donor pool (n=106 same-name individuals, no recipient/candidate match) -- not search-tractable"
coughlin|thomas|tom,Tom Coughlin,94,"name too common in DIME donor pool (n=94 same-name individuals, no recipient/candidate match) -- not search-tractable"
crist|john|john,John Crist,38,"name too common in DIME donor pool (n=38 same-name individuals, no recipient/candidate match) -- not search-tractable"
austin|emily|emily,Emily Austin,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
mosher|steven|steven,Steven Mosher,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
jacobs|glenn|glenn,Glenn Jacobs,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
house|karen|karen elliott,KAREN ELLIOTT HOUSE,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
springer|daniel|dan,Dan Springer,31,"name too common in DIME donor pool (n=31 same-name individuals, no recipient/candidate match) -- not search-tractable"
herbst|john|john,John Herbst,48,"name too common in DIME donor pool (n=48 same-name individuals, no recipient/candidate match) -- not search-tractable"
brown|kimberly|kimberly,Kimberly Brown,412,"name too common in DIME donor pool (n=412 same-name individuals, no recipient/candidate match) -- not search-tractable"
hamm|mary|mary katherine,Mary Katherine Hamm,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
collins|marcus|marcus,Dr. Marcus Collins,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
smith|sandra|sandra,Sandra Smith,1193,"name too common in DIME donor pool (n=1193 same-name individuals, no recipient/candidate match) -- not search-tractable"
albert|kenneth|kenny,Kenny Albert,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
gunn|robert|bobby,Bobby Gunn,100,"name too common in DIME donor pool (n=100 same-name individuals, no recipient/candidate match) -- not search-tractable"
becker|jean|jean,Jean Becker,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
devito|joseph|joe,Joe DeVito,59,"name too common in DIME donor pool (n=59 same-name individuals, no recipient/candidate match) -- not search-tractable"
orlando|anthony|tony,Tony Orlando,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
wallace|kenneth|kenny,Kenny Wallace,129,"name too common in DIME donor pool (n=129 same-name individuals, no recipient/candidate match) -- not search-tractable"
green|danielle|danielle,Danielle Green,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
li|susan|susan,Susan Li,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
werner|matthew|matt,Matt Werner,50,"name too common in DIME donor pool (n=50 same-name individuals, no recipient/candidate match) -- not search-tractable"
sokol|david|david,David Sokol,45,"name too common in DIME donor pool (n=45 same-name individuals, no recipient/candidate match) -- not search-tractable"
marino|daniel|dan,Dan Marino,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
rowe|margaret|peggy,Peggy Rowe,72,"name too common in DIME donor pool (n=72 same-name individuals, no recipient/candidate match) -- not search-tractable"
goodwin|david|david,David Goodwin,176,"name too common in DIME donor pool (n=176 same-name individuals, no recipient/candidate match) -- not search-tractable"
kelly|ray|ray,Ray Kelly,42,"name too common in DIME donor pool (n=42 same-name individuals, no recipient/candidate match) -- not search-tractable"
taylor|aaron|aaron,Aaron Taylor,116,"name too common in DIME donor pool (n=116 same-name individuals, no recipient/candidate match) -- not search-tractable"
hampton|daniel|dan,Dan Hampton,49,"name too common in DIME donor pool (n=49 same-name individuals, no recipient/candidate match) -- not search-tractable"
james|kevin|kevin,Kevin James,131,"name too common in DIME donor pool (n=131 same-name individuals, no recipient/candidate match) -- not search-tractable"
reynolds|glenn|glenn,Glenn Reynolds,49,"name too common in DIME donor pool (n=49 same-name individuals, no recipient/candidate match) -- not search-tractable"
abrams|daniel|dan,Dan Abrams,57,"name too common in DIME donor pool (n=57 same-name individuals, no recipient/candidate match) -- not search-tractable"
ballard|robert|robert,Dr. Robert Ballard,174,"name too common in DIME donor pool (n=174 same-name individuals, no recipient/candidate match) -- not search-tractable"
wade|nicholas|nicholas,Nicholas Wade,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
hanrahan|john|john,John Hanrahan,49,"name too common in DIME donor pool (n=49 same-name individuals, no recipient/candidate match) -- not search-tractable"
rollins|edward|ed,Ed Rollins,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
smith|kyle|kyle,Kyle Smith,444,"name too common in DIME donor pool (n=444 same-name individuals, no recipient/candidate match) -- not search-tractable"
gordon|katherine|kate,Kate Gordon,189,"name too common in DIME donor pool (n=189 same-name individuals, no recipient/candidate match) -- not search-tractable"
